892a100d2bbffff,7843
892a100d2c3ffff,39039
892a100d2c7ffff,13437
892a100d2cbffff,12713
892a100d2cfffff,11363
892a100d2d3ffff,10205
892a100d2d7ffff,11265
892a100d2dbffff,24016
892a100d303ffff,2
892a100d30bffff,73
892a100d30fffff,4
892a100d31bffff,7
892a100d32bffff,6
892a100d343ffff,3824
892a100d347ffff,1420
892a100d34bffff,5504
892a100d34fffff,3504
892a100d353ffff,4130
892a100d357ffff,2067
892a100d35bffff,5532
892a100d363ffff,16
892a100d367ffff,14
892a100d36bffff,1138
892a100d36fffff,183
892a100d373ffff,469
892a100d377ffff,97
892a100d37bffff,1906
892a100d3c3ffff,586
892a100d3cfffff,1598
892a100d3dbffff,1327
892a100d443ffff,5463
892a100d44bffff,6149
892a100d44fffff,1175
892a100d453ffff,9675
892a100d45bffff,8640
892a100d4c3ffff,85
892a100d4cbffff,4570
892a100d4d3ffff,10
892a100d4dbffff,7155
892a100d603ffff,16922
892a100d607ffff,22728
892a100d60bffff,11531
892a100d60fffff,15216
892a100d613ffff,18461
892a100d617ffff,17582
892a100d61bffff,21654
892a100d623ffff,8310
892a100d627ffff,1789
892a100d62bffff,13145
892a100d62fffff,12533
892a100d633ffff,14579
892a100d637ffff,2378
892a100d63bffff,18260
892a100d643ffff,18870
892a100d647ffff,13783
892a100d64bffff,5351
892a100d64fffff,17603
892a100d653ffff,19586
892a100d657ffff,14816
892a100d65bffff,6775
892a100d663ffff,9577
892a100d667ffff,23856
892a100d66bffff,13553
892a100d66fffff,6322
892a100d673ffff,7260
892a100d677ffff,18073
892a100d67bffff,15683
892a100d683ffff,8554
892a100d687ffff,7473
892a100d68bffff,7730
892a100d68fffff,11880
892a100d693ffff,9622
892a100d697ffff,5627
892a100d69bffff,5538
892a100d6a3ffff,3998
892a100d6a7ffff,1664
892a100d6abffff,10572
892a100d6afffff,5543
892a100d6b3ffff,6039
892a100d6b7ffff,1144
892a100d6bbffff,9689
892a100d6c7ffff,5204
892a100d6cbffff,8029
892a100d6cfffff,9978
892a100d6d7ffff,1665
892a100d6dbffff,2235
892a100f213ffff,3
892a100f24bffff,335
892a100f24fffff,58
892a100f253ffff,6
892a100f25bffff,143
892a100f2c7ffff,3
892a100f2cbffff,3
892a100f647ffff,5
892a100f64bffff,4
892a100f663ffff,15
892a100f66fffff,7
892a100f673ffff,9
892a100f677ffff,1
892a1072137ffff,330
892a1072183ffff,908
892a1072187ffff,6699
892a1072193ffff,1711
892a1072197ffff,4722
892a10721a3ffff,4935
892a10721a7ffff,5189
892a10721abffff,851
892a10721afffff,1834
892a10721b3ffff,15429
892a10721b7ffff,9344
892a10721bbffff,5526
892a1072503ffff,2259
892a1072507ffff,2016
892a107250fffff,103
892a1072513ffff,1228
892a1072517ffff,2840
892a1072523ffff,949
892a1072527ffff,1593
892a107252bffff,3911
892a107252fffff,6011
892a1072533ffff,1883
892a1072537ffff,2282
892a107253bffff,758
892a1072567ffff,249
892a1072577ffff,33
892a1072583ffff,2179
892a1072587ffff,3002
892a107258bffff,756
892a107258fffff,2678
892a1072593ffff,1854
892a1072597ffff,2725
892a107259bffff,601
892a10725a3ffff,6392
892a10725a7ffff,22192
892a10725abffff,3107
892a10725afffff,3123
892a10725b3ffff,6465
892a10725b7ffff,13067
892a10725bbffff,5494
892a1072803ffff,3431
892a1072807ffff,2901
892a1072813ffff,2658
892a1072817ffff,3908
892a107281bffff,1195
892a1072883ffff,1817
892a1072887ffff,6829
892a107288bffff,4163
892a107288fffff,3284
892a1072893ffff,1980
892a1072897ffff,919
892a107289bffff,5866
892a10728abffff,618
892a10728b3ffff,343
892a10728bbffff,7555
892a10728c7ffff,3962
892a10728d3ffff,6308
892a10728d7ffff,5178
892a1072c03ffff,4976
892a1072c07ffff,5082
892a1072c0bffff,4043
892a1072c0fffff,4216
892a1072c13ffff,6198
892a1072c17ffff,9967
892a1072c1bffff,6884
892a1072c23ffff,288
892a1072c27ffff,1002
892a1072c2bffff,2468
892a1072c2fffff,69
892a1072c33ffff,3262
892a1072c37ffff,782
892a1072c3bffff,2870
892a1072c43ffff,101
892a1072c47ffff,1683
892a1072c53ffff,322
892a1072c57ffff,2425
892a1072c63ffff,3514
892a1072c67ffff,6385
892a1072c6bffff,3128
892a1072c6fffff,8932
892a1072c73ffff,6522
892a1072c77ffff,4737
892a1072c7bffff,925
892a1072c83ffff,4930
892a1072c87ffff,8606
892a1072c8bffff,3516
892a1072c8fffff,9733
892a1072c93ffff,8625
892a1072c97ffff,9509
892a1072c9bffff,2932
892a1072ca3ffff,4322
892a1072ca7ffff,6241
892a1072cabffff,6023
892a1072cafffff,2038
892a1072cb3ffff,6131
892a1072cb7ffff,9543
892a1072cbbffff,4463
892a1072cc3ffff,3211
892a1072cc7ffff,8661
892a1072ccbffff,3977
892a1072ccfffff,4429
892a1072cd3ffff,9234
892a1072cd7ffff,10262
892a1072cdbffff,5951
892a1072d43ffff,7
892a1072d4bffff,226
892a1072d53ffff,48
892a1072d5bffff,105
892a1072d8bffff,11
892a1072d93ffff,31
892a1072d9bffff,99
892a1072dc3ffff,62
892a1072dc7ffff,107
892a1072dcbffff,430
892a1072dcfffff,45
892a1072dd3ffff,159
892a1072dd7ffff,21
892a1072ddbffff,1568
